
 num     #instances         #bytes  class name
1322:             1             56  org.hibernate.validator.internal.engine.ValidatorFactoryImpl
1323:             1             56  org.hibernate.validator.internal.xml.config.BootstrapConfigurationImpl
1324:             1             56  org.springframework.boot.autoconfigure.jackson.JacksonProperties
1325:             1             56  org.springframework.boot.autoconfigure.web.ResourceProperties$Cache$Cachecontrol
1326:             1             56  org.springframework.boot.autoconfigure.web.servlet.DispatcherServletRegistrationBean
1327:             1             56  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$33e4a557
1328:             1             56  org.springframework.expression.spel.support.StandardEvaluationContext
1329:             1             56  org.springframework.http.CacheControl
1330:             1             56  org.springframework.util.StopWatch
1331:             1             56  org.springframework.validation.beanvalidation.LocalValidatorFactoryBean
1332:             1             56  org.springframework.validation.beanvalidation.MethodValidationPostProcessor
1333:             1             56  org.springframework.web.servlet.view.ContentNegotiatingViewResolver
1334:             1             56  sun.nio.cs.ext.DoubleByte$Decoder
1335:             3             48  [Lcom.fasterxml.classmate.ResolvedType;
1336:             1             48  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
1337:             3             48  [Lcom.fasterxml.jackson.databind.JavaType;
1338:             1             48  [Lcom.sun.beans.util.Cache$CacheEntry;
1339:             1             48  [Lcom.sun.management.VMOption$Origin;
1340:             1             48  [Ljava.beans.WeakIdentityMap$Entry;
1341:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
1342:             1             48  [Ljava.math.RoundingMode;
1343:             1             48  [Ljava.util.concurrent.TimeUnit;
1344:             3             48  [Lorg.apache.catalina.mapper.Mapper$MappedWrapper;
1345:             2             48  [Lorg.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Option;
1346:             2             48  [Lorg.springframework.boot.context.properties.source.ConfigurationPropertySource;
1347:             1             48  [Lorg.springframework.cglib.proxy.CallbackInfo;
1348:             2             48  [Lorg.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform;
1349:             1             48  [[Ljava.lang.Object;
1350:             1             48  ch.qos.logback.classic.pattern.DateConverter
1351:             3             48  ch.qos.logback.core.spi.LogbackLock
1352:             2             48  ch.qos.logback.core.subst.Node$Type
1353:             1             48  com.fasterxml.jackson.databind.cfg.ConfigOverride$Empty
1354:             2             48  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
1355:             2             48  com.fasterxml.jackson.databind.ser.std.BooleanSerializer
1356:             1             48  com.fasterxml.jackson.databind.util.StdDateFormat
1357:             1             48  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer
1358:             1             48  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer
1359:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
1360:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
1361:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
1362:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
1363:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap
1364:             2             48  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket
1365:             2             48  com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl
1366:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
1367:             1             48  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl
1368:             3             48  com.sun.proxy.$Proxy42
1369:             2             48  java.io.BufferedOutputStream
1370:             1             48  java.io.Console
1371:             1             48  java.io.Console$3
1372:             1             48  java.io.Console$LineReader
1373:             2             48  java.io.File$PathStatus
1374:             2             48  java.io.OutputStreamWriter
1375:             1             48  java.lang.ProcessEnvironment
1376:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
1377:             2             48  java.lang.reflect.ReflectPermission
1378:             2             48  java.net.InetAddress$Cache
1379:             2             48  java.net.InetAddress$Cache$Type
1380:             2             48  java.net.InetAddress$CacheEntry
1381:             2             48  java.net.StandardProtocolFamily
1382:             3             48  java.nio.channels.spi.AbstractSelector$1
1383:             2             48  java.nio.charset.CoderResult
1384:             3             48  java.nio.charset.CodingErrorAction
1385:             3             48  java.text.AttributedCharacterIterator$Attribute
1386:             2             48  java.time.format.DateTimeFormatterBuilder$1
1387:             3             48  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser
1388:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser
1389:             2             48  java.time.format.DateTimeTextProvider$LocaleStore
1390:             2             48  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1
1391:             3             48  java.util.Hashtable$KeySet
1392:             3             48  java.util.concurrent.ConcurrentHashMap$ValuesView
1393:             1             48  java.util.concurrent.ConcurrentSkipListMap
1394:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
1395:             2             48  java.util.logging.Logger$LoggerBundle
1396:             2             48  java.util.regex.Pattern$SliceI
1397:             2             48  java.util.stream.MatchOps$$Lambda$58/668849042
1398:             2             48  java.util.stream.MatchOps$1MatchSink
1399:             2             48  java.util.stream.MatchOps$MatchOp
1400:             2             48  javax.el.ExpressionFactory$CacheValue
1401:             2             48  javax.el.Util$CacheValue
1402:             2             48  javax.validation.constraintvalidation.ValidationTarget
1403:             3             48  javax.xml.transform.FactoryFinder$1
1404:             3             48  javax.xml.transform.SecuritySupport$1
1405:             1             48  org.apache.catalina.core.DefaultInstanceManager
1406:             1             48  org.apache.catalina.core.StandardContextValve
1407:             1             48  org.apache.catalina.core.StandardEngineValve
1408:             1             48  org.apache.catalina.core.StandardHostValve
1409:             2             48  org.apache.catalina.core.StandardWrapperFacade
1410:             1             48  org.apache.catalina.mapper.MapperListener
1411:             3             48  org.apache.catalina.realm.RealmBase$AllRolesMode
1412:             1             48  org.apache.catalina.startup.Tomcat
1413:             1             48  org.apache.catalina.util.StandardSessionIdGenerator
1414:             2             48  org.apache.catalina.util.URLEncoder
1415:             1             48  org.apache.logging.log4j.simple.SimpleLogger
1416:             1             48  org.apache.logging.log4j.status.StatusLogger
1417:             1             48  org.apache.logging.slf4j.SLF4JProvider
1418:             1             48  org.apache.tomcat.util.digester.CallMethodRule
1419:             1             48  org.hibernate.validator.internal.engine.ValidatorFactoryImpl$ValidatorFactoryScopedContext
1420:             1             48  org.hibernate.validator.internal.engine.ValidatorImpl
